,Lat,Lon
5177,40.8146455,-73.9203105
5178,40.8141440,-73.9192010
5179,40.8145640,-73.9204820
5180,40.8519826,-73.9101704
5181,40.8151570,-73.9177370
5182,40.8545050,-73.8676924
5183,40.8642550,-73.8881220
5184,40.8464964,-73.7861872
5185,40.8247350,-73.8493610
5186,40.8255238,-73.8432569
5187,40.8532086,-73.8271450
5188,40.8778772,-73.8659281
5189,40.8739530,-73.8527800
5190,40.8253070,-73.8906630
5191,40.8370650,-73.8868190
5192,40.8383930,-73.8860560
5193,40.8207470,-73.8165930
5194,40.8726570,-73.8440780
5195,40.8639470,-73.8645090
5196,40.8457780,-73.8634510
5197,40.8762017,-73.9040341
5198,40.8205630,-73.8998600
5199,40.8464870,-73.8943360
5200,40.8358192,-73.8908162
5201,40.8418330,-73.8838770
5202,40.8798720,-73.8420150
5203,40.8440070,-73.8773140
5204,40.8095557,-73.9292311
5205,40.8056510,-73.9206150
5206,40.8049050,-73.9188190
5207,40.8430801,-73.8473482
5208,40.8499110,-73.8522420
5209,40.8544680,-73.8339060
5210,40.8349600,-73.8307430
5211,40.8452606,-73.8345176
5212,40.8567430,-73.8952630
5213,40.8546890,-73.8903890
5214,40.8341687,-73.9222057
5215,40.8267980,-73.8223630
5216,40.8225030,-73.8488410
5217,40.8111139,-73.8933287
5218,40.8113690,-73.8914800
5219,40.8116580,-73.8895700
5220,40.8117990,-73.8886450
5221,40.8120760,-73.8868060
5222,40.8122150,-73.8858840
5223,40.8123530,-73.8849640
5224,40.8124930,-73.8840420
5225,40.8126330,-73.8831270
5226,40.8127730,-73.8822000
5227,40.8245010,-73.8251800
5228,40.8251460,-73.8238670
5229,40.8255320,-73.8230790
5230,40.8794353,-73.8254944
5231,40.8263962,-73.9211598
5232,40.8249920,-73.9166140
5233,40.8248380,-73.9160880
5234,40.8246931,-73.9155323
5235,40.8236864,-73.9122192
5236,40.8225380,-73.9098683
5237,40.8200590,-73.9008520
5238,40.8605230,-73.8925630
5239,40.8341145,-73.8528190
5240,40.8312870,-73.8817240
5241,40.8357180,-73.8920450
5242,40.8340580,-73.8897270
5243,40.8396760,-73.9001070
5244,40.8848270,-73.8261078
5245,40.8135329,-73.8992203
5246,40.8118980,-73.8953950
5247,40.8402200,-73.8732680
5248,40.8397240,-73.8249950
5249,40.8729590,-73.8749380
5250,40.8107500,-73.8826210
5251,40.8212853,-73.8853874
5252,40.8224442,-73.8858888
5253,40.8091300,-73.8821990
5254,40.8528283,-73.9047517
5255,40.8284190,-73.8606740
5256,40.8297770,-73.8505370
5257,40.8298610,-73.8499080
5258,40.8305938,-73.8444095
5259,40.8299664,-73.8488685
5260,40.8773470,-73.8454610
5261,40.8188780,-73.9164980
5262,40.8185070,-73.9144720
5263,40.8240610,-73.9281410
5264,40.8076958,-73.9295469
5265,40.8083790,-73.9290530
5266,40.8081610,-73.8886510
5267,40.8082990,-73.8877300
5268,40.8085760,-73.8858870
5269,40.8087160,-73.8849670
5270,40.8088550,-73.8840420
5271,40.8089920,-73.8831220
5272,40.8092720,-73.8812820
5273,40.8439810,-73.8695950
5274,40.8405920,-73.8663610
5275,40.8343957,-73.8501659
5276,40.8702830,-73.8783860
5277,40.8449020,-73.8900950
5278,40.8313011,-73.9007148
5279,40.8401670,-73.8426130
5280,40.8920310,-73.8581138
5281,40.8221180,-73.8968780
5282,40.8094860,-73.8909890
5283,40.8143640,-73.8945900
5284,40.8042193,-73.9113577
5285,40.8192790,-73.8083140
5286,40.8184989,-73.8059035
5287,40.8165550,-73.9195450
5288,40.8376152,-73.8345146
5289,40.8399770,-73.8259620
5290,40.8235920,-73.8770574
5291,40.8239293,-73.8771371
5292,40.8286600,-73.8782350
5293,40.8735716,-73.8744897
5294,40.8114668,-73.8557738
5295,40.8444410,-73.8355800
5296,40.8340340,-73.8952740
5297,40.8123420,-73.9289575
5298,40.8356580,-73.8930127
5299,40.8313020,-73.8445770
5300,40.8303770,-73.8516590
5301,40.8526030,-73.8278160
5302,40.8425151,-73.7847084
5303,40.8427274,-73.8459833
5304,40.8377840,-73.8524790
5305,40.8988160,-73.8622200
5306,40.8491766,-73.8304535
5307,40.8230790,-73.8917910
5308,40.8233077,-73.8870777
5309,40.8403669,-73.7839073
5310,40.8406437,-73.7840146
5311,40.8363470,-73.8522070
5312,40.8381350,-73.8872890
5313,40.8842731,-73.8875909
5314,40.8510637,-73.8473181
5315,40.8155130,-73.8935550
5316,40.8143550,-73.8912700
5317,40.8387737,-73.8358037
5318,40.8431870,-73.8653858
5319,40.8477984,-73.9016395
5320,40.8048808,-73.9108004
5321,40.8052999,-73.9098848
5322,40.8142528,-73.8964750
5323,40.8186640,-73.8918917
5324,40.8211283,-73.8888059
5325,40.8229790,-73.8816870
5326,40.8231100,-73.8807520
5327,40.8232330,-73.8798340
5328,40.8233580,-73.8789010
5329,40.8243592,-73.8713734
5330,40.8244450,-73.8704150
5331,40.8251700,-73.8638800
5332,40.8252430,-73.8629090
5333,40.8264820,-73.8529250
5334,40.8273085,-73.8468018
5335,40.8301921,-73.8326487
5336,40.8315570,-73.8304440
5337,40.8320110,-73.8297100
5338,40.8324740,-73.8289870
5339,40.8336330,-73.8268010
5340,40.8516031,-73.8265642
5341,40.8043488,-73.9215697
5342,40.8035920,-73.9197800
5343,40.8317399,-73.8308984
5344,40.8322550,-73.8301290
5345,40.8327680,-73.8293110
5346,40.8339100,-73.8270810
5347,40.8352180,-73.8254950
5348,40.8387329,-73.8259210
5349,40.8509940,-73.8274240
5350,40.8044958,-73.9129605
5351,40.8051291,-73.9113799
5352,40.8055381,-73.9104311
5353,40.8085354,-73.9049719
5354,40.8114305,-73.9009150
5355,40.8127528,-73.8990750
5356,40.8144661,-73.8968560
5357,40.8178780,-73.8933230
5358,40.8188940,-73.8922780
5359,40.8214320,-73.8893010
5360,40.8219318,-73.8883825
5361,40.8233837,-73.8817720
5362,40.8236110,-73.8799180
5363,40.8236825,-73.8789825
5364,40.8240592,-73.8762187
5365,40.8242137,-73.8752875
5366,40.8248444,-73.8705144
5367,40.8255960,-73.8649100
5368,40.8271860,-73.8530910
5369,40.8877697,-73.8604002
5370,40.8830350,-73.8282490
5371,40.8519130,-73.8983650
5372,40.8411330,-73.8428520
5373,40.8431120,-73.8709950
5374,40.8237450,-73.8228330
5375,40.8243280,-73.8201919
5376,40.8239550,-73.8217050
5377,40.8791929,-73.8334061
5378,40.8430040,-73.9035760
5379,40.8336990,-73.8798370
5380,40.8337510,-73.8775095
5381,40.8409690,-73.8991730
5382,40.8357070,-73.8887420
5383,40.8361453,-73.8898490
5384,40.8283040,-73.8829510
5385,40.9050140,-73.8495638
5386,40.8325443,-73.8572796
5387,40.8333680,-73.8513800
5388,40.8341890,-73.8452500
5389,40.8349010,-73.8399550
5390,40.8130550,-73.9081790
5391,40.8557542,-73.8907808
5392,40.8435620,-73.8474900
5393,40.8097760,-73.8890760
5394,40.8116349,-73.8956235
5395,40.8159310,-73.8916900
5396,40.8089050,-73.8948690
5397,40.8797828,-73.8648587
5398,40.8138830,-73.9118120
5399,40.8159770,-73.9110250
5400,40.8685730,-73.8814690
5401,40.8665640,-73.8673038
5402,40.8378650,-73.8635550
5403,40.8236430,-73.8939010
5404,40.8129560,-73.8958180
5405,40.8135580,-73.8952910
5406,40.8181300,-73.8910020
5407,40.8200030,-73.8888760
5408,40.8205098,-73.8880828
5409,40.8210171,-73.8872588
5410,40.8211359,-73.8863487
5411,40.8298740,-73.8442470
5412,40.8290570,-73.8503721
5413,40.8337210,-73.8286360
5414,40.8836790,-73.8931280
5415,40.8397940,-73.8735610
5416,40.8425140,-73.8715340
5417,40.8435490,-73.8703010
5418,40.8450660,-73.8668790
5419,40.8454150,-73.8651940
5420,40.8455960,-73.8643230
5421,40.8459610,-73.8625850
5422,40.8463320,-73.8608050
5423,40.8464270,-73.8603300
5424,40.8470000,-73.8587020
5425,40.8473640,-73.8578950
5426,40.8477290,-73.8570860
5427,40.8484580,-73.8554680
5428,40.8488210,-73.8546630
5429,40.8491840,-73.8538530
5430,40.8506960,-73.8504990
5431,40.8510590,-73.8496890
5432,40.8510800,-73.8486130
5433,40.8510910,-73.8482140
5434,40.8236384,-73.8225965
5435,40.8246730,-73.8235050
5436,40.8712550,-73.8435440
5437,40.8737195,-73.8357674
5438,40.8835453,-73.8627616
5439,40.8406241,-73.8412321
5440,40.8409560,-73.8414610
5441,40.8454068,-73.8449240
5442,40.8203630,-73.8483410
5443,40.8211230,-73.8485200
5444,40.8218560,-73.8486900
5445,40.8254550,-73.8495300
5446,40.8283320,-73.8502020
5447,40.8319307,-73.8510494
5448,40.8356250,-73.8520700
5449,40.8370100,-73.8523310
5450,40.8387314,-73.8526619
5451,40.8398510,-73.8528700
5452,40.8410470,-73.8530950
5453,40.8494100,-73.9008840
5454,40.8492090,-73.9000970
5455,40.8478135,-73.8956129
5456,40.8437670,-73.8854540
5457,40.8409530,-73.8793770
5458,40.8840349,-73.8979938
5459,40.8367690,-73.8859640
5460,40.8361835,-73.8842537
5461,40.8358855,-73.8834017
5462,40.8341657,-73.8785425
5463,40.8338820,-73.8765940
5464,40.8344010,-73.8727490
5465,40.8345250,-73.8718260
5466,40.8346450,-73.8709000
5467,40.8348370,-73.8668060
5468,40.8352050,-73.8659790
5469,40.8423470,-73.8983500
5470,40.8441810,-73.9029160
5471,40.8486920,-73.9032810
5472,40.8517961,-73.9027740
5473,40.8519413,-73.9107577
5474,40.8500956,-73.9129709
5475,40.8383870,-73.8416160
5476,40.8362730,-73.8459050
5477,40.8754870,-73.8506890
5478,40.8175120,-73.9171190
5479,40.8172110,-73.9159910
5480,40.8228400,-73.9287550
5481,40.8490221,-73.7871354
5482,40.8509305,-73.8299680
5483,40.8769450,-73.9033461
5484,40.8796290,-73.9011280
5485,40.8344636,-73.8495252
5486,40.8349370,-73.8454270
5487,40.8356630,-73.8400280
5488,40.8366430,-73.8338060
5489,40.8278670,-73.8235790
5490,40.8296880,-73.8198840
5491,40.8262763,-73.8888006
5492,40.8395024,-73.8829257
5493,40.8406650,-73.8815110
5494,40.8104724,-73.8844666
5495,40.9040740,-73.8498438
5496,40.8565980,-73.8910870
5497,40.8198790,-73.8577680
5498,40.8344187,-73.8629618
5499,40.8342310,-73.8648830
5500,40.8292340,-73.8755070
5501,40.8307370,-73.9104900
5502,40.8294520,-73.9065710
5503,40.8281940,-73.9038520
5504,40.8267430,-73.8878950
5505,40.8284690,-73.8241560
5506,40.8702900,-73.8431690
5507,40.8419300,-73.8858150
5508,40.8327340,-73.8980120
5509,40.8439330,-73.8986630
5510,40.8468280,-73.8970430
5511,40.8354730,-73.8668880
5512,40.8349176,-73.8650064
5513,40.8315510,-73.8540955
5514,40.8294858,-73.8472806
5515,40.8289920,-73.8452310
5516,40.8303050,-73.8717940
5517,40.8241400,-73.8929470
5518,40.8258000,-73.8897110
5519,40.8275126,-73.8863819
5520,40.8283560,-73.8819810
5521,40.8284320,-73.8810460
5522,40.8285110,-73.8801120
5523,40.8287724,-73.8773078
5524,40.8289770,-73.8764020
5525,40.8305630,-73.8709030
5526,40.8308200,-73.8700070
5527,40.8318740,-73.8663550
5528,40.8321320,-73.8654610
5529,40.8324006,-73.8645665
5530,40.8162637,-73.9141715
5531,40.8160470,-73.9119420
5532,40.8159664,-73.9091237
5533,40.8162622,-73.9082103
5534,40.8171790,-73.9066500
5535,40.8179250,-73.9053130
5536,40.8180600,-73.9049990
5537,40.8187370,-73.9034700
5538,40.8189087,-73.9031140
5539,40.8215980,-73.8978640
5540,40.8226310,-73.8958610
5541,40.8231340,-73.8948830
5542,40.8240080,-73.8932000
5543,40.8339263,-73.8546522
5544,40.8356360,-73.8480630
5545,40.8362640,-73.8473160
5546,40.8367940,-73.8466780
5547,40.8375130,-73.8458080
5548,40.8385360,-73.8445810
5549,40.8416900,-73.8400780
5550,40.8468336,-73.8324831
5551,40.8476057,-73.8315329
5552,40.8516447,-73.8296113
5553,40.8519183,-73.8292854
5554,40.8522642,-73.8285348
5555,40.8101930,-73.8863120
5556,40.8208230,-73.9156090
5557,40.8201330,-73.9130630
5558,40.8075580,-73.9192240
5559,40.8149370,-73.9149540
5560,40.8223259,-73.9107011
5561,40.8281896,-73.9116618
5562,40.8394026,-73.8837669
5563,40.8097800,-73.9224000
5564,40.8104050,-73.9219500
5565,40.8116520,-73.9210350
5566,40.8128940,-73.9201190
5567,40.8135200,-73.9196580
5568,40.8107130,-73.9032430
5569,40.8476264,-73.9192689
5570,40.8260120,-73.8863510
5571,40.8561490,-73.8439460
5572,40.8474890,-73.8669338
5573,40.8678770,-73.8672618
5574,40.8675411,-73.8428142
5575,40.8778820,-73.8447940
5576,40.8400370,-73.8639104
5577,40.8357580,-73.8913870
5578,40.8099370,-73.9072600
5579,40.8141687,-73.9212195
5580,40.8431273,-73.8470103
5581,40.8266950,-73.9076470
5582,40.8999634,-73.8529644
5583,40.8359270,-73.9029060
5584,40.8630920,-73.8894530
5585,40.8761730,-73.8490290
5586,40.8836060,-73.9155760
5587,40.8385050,-73.9059790
5588,40.8371385,-73.9019918
5589,40.8706800,-73.8776120
5590,40.8549080,-73.8964400
5591,40.8527700,-73.8921670
5592,40.8126670,-73.9063300
5593,40.8668010,-73.8844290
5594,40.8048450,-73.9127820
5595,40.8132432,-73.9090766
5596,40.8160281,-73.9080465
5597,40.8294630,-73.9023920
5598,40.8278648,-73.9120281
5599,40.8285623,-73.9117732
5600,40.8291428,-73.9113991
5601,40.8339380,-73.9086910
5602,40.8419700,-73.9041550
5603,40.8501040,-73.8995260
5604,40.8531150,-73.8975870
5605,40.8562460,-73.8955810
5606,40.8587858,-73.8939486
5607,40.8598740,-73.8932150
5608,40.8626160,-73.8901050
5609,40.8663830,-73.8851400
5610,40.8677360,-73.8828430
5611,40.8683700,-73.8818410
5612,40.8695460,-73.8797190
5613,40.8974070,-73.8626130
5614,40.8980910,-73.8624280
5615,40.8898935,-73.8592613
5616,40.8124760,-73.9054130
5617,40.8320010,-73.8990200
5618,40.8718130,-73.8555500
5619,40.8669300,-73.8605070
5620,40.8588700,-73.8911250
5621,40.8586590,-73.8911200
5622,40.8465180,-73.8953590
5623,40.8173297,-73.8060323
5624,40.8244700,-73.8228570
5625,40.8249440,-73.8205080
5626,40.8103300,-73.8853910
5627,40.8532234,-73.7899056
5628,40.8115070,-73.9034170
5629,40.8396750,-73.8712060
5630,40.8437540,-73.8655818
5631,40.8831330,-73.8820870
5632,40.8071520,-73.9082070
5633,40.8090600,-73.9075370
5634,40.8107420,-73.9062250
5635,40.8129056,-73.9014465
5636,40.8285470,-73.8918910
5637,40.8324090,-73.8907140
5638,40.8401050,-73.8861850
5639,40.8452313,-73.8851098
5640,40.8467830,-73.8837900
5641,40.8502273,-73.8825560
5642,40.8510610,-73.8823220
5643,40.8226610,-73.8205980
5644,40.8208980,-73.8169030
5645,40.8203120,-73.8153500
5646,40.8199070,-73.8140670
5647,40.8744340,-73.8521550
5648,40.8780220,-73.9024050
5649,40.8802317,-73.9008290
5650,40.8528092,-73.8433106
5651,40.8402960,-73.8674108
5652,40.8400318,-73.7837819
5653,40.8411780,-73.8251890
5654,40.8433430,-73.8251380
5655,40.8443040,-73.8250790
5656,40.8726050,-73.8545430
5657,40.8510470,-73.9148730
5658,40.8546940,-73.8436733
5659,40.8128550,-73.9072450
5660,40.8836320,-73.8851650
5661,40.8119410,-73.9255530
5662,40.8128240,-73.9238290
5663,40.8137310,-73.9220880
5664,40.8150740,-73.9194670
5665,40.8155230,-73.9186180
5666,40.8175810,-73.9155280
5667,40.8178250,-73.9152630
5668,40.8180770,-73.9149530
5669,40.8189560,-73.9140310
5670,40.8195420,-73.9135200
5671,40.8214860,-73.9121680
5672,40.8259960,-73.9079310
5673,40.8264920,-73.9077390
5674,40.8277830,-73.9072280
5675,40.8282800,-73.9070310
5676,40.8327485,-73.9050316
5677,40.8453620,-73.8968370
5678,40.8514040,-73.8934260
5679,40.8541170,-73.8909020
5680,40.8550470,-73.8904430
5681,40.8583850,-73.8911110
5682,40.8553970,-73.8438640
5683,40.8272770,-73.9049090
5684,40.8271140,-73.9050800
5685,40.8299800,-73.8823810
5686,40.8242090,-73.8587890
5687,40.8305104,-73.8616208
5688,40.8355310,-73.8631560
5689,40.8481400,-73.8671528
5690,40.8487030,-73.8673578
5691,40.8488743,-73.8674224
5692,40.8524065,-73.8677566
5693,40.8536605,-73.8677174
5694,40.8697023,-73.8672075
5695,40.8743120,-73.8670528
5696,40.8751699,-73.8670412
5697,40.8785227,-73.8655716
5698,40.8791719,-73.8651947
5699,40.8814433,-73.8639338
5700,40.8828561,-73.8631662
5701,40.8842567,-73.8623761
5702,40.8863639,-73.8611948
5703,40.8870671,-73.8608043
5704,40.8891917,-73.8596372
5705,40.8906100,-73.8588785
5706,40.8913364,-73.8584713
5707,40.8927345,-73.8577088
5708,40.8941458,-73.8569108
5709,40.8948500,-73.8565245
5710,40.9020320,-73.8515378
5711,40.9057220,-73.8493768
5712,40.8643170,-73.8433820
5713,40.8451566,-73.7857202
5714,40.8310010,-73.8265190
5715,40.8258402,-73.9069953
5716,40.8285330,-73.9034610
5717,40.8391348,-73.8846517
5718,40.8392552,-73.8843305
5719,40.8396074,-73.8816740
5720,40.8685710,-73.8585710
5721,40.8693830,-73.8576160
5722,40.8695330,-73.8574500
5723,40.8704250,-73.8566010
5724,40.8745460,-73.8520154
5725,40.8749854,-73.8514347
5726,40.8767330,-73.8472980
5727,40.8770350,-73.8463680
5728,40.8784440,-73.8441010
5729,40.8789890,-73.8434150
5730,40.8809260,-73.8396520
5731,40.8574544,-73.9096496
5732,40.8468757,-73.9205223
5733,40.8090500,-73.8938910
5734,40.8099150,-73.8881490
5735,40.8106070,-73.8835500
5736,40.8421846,-73.8562028
5737,40.8021320,-73.9072940
5738,40.8507770,-73.9013990
5739,40.8719133,-73.8349002
5740,40.8427530,-73.8508890
5741,40.8229420,-73.9145060
5742,40.8316820,-73.8271130
5743,40.8304170,-73.8259820
5744,40.8508617,-73.7882310
5745,40.8485974,-73.7869763
5746,40.8483736,-73.7868930
5747,40.8310440,-73.8539860
5748,40.8266080,-73.9266300
5749,40.8319730,-73.9234880
5750,40.8427900,-73.8505230
5751,40.8658536,-73.8129113
5752,40.8659705,-73.8132889
5753,40.8615630,-73.8041909
5754,40.8623945,-73.8064295
5755,40.8626866,-73.8076397
5756,40.8418776,-73.7844772
5757,40.8780868,-73.8663866
5758,40.8783579,-73.8661412
5759,40.8785486,-73.8659753
5760,40.8432980,-73.8868430
5761,40.8134320,-73.9100190
5762,40.8558021,-73.7920333
5763,40.8389181,-73.7833645
5764,40.8431682,-73.7849467
5765,40.8458383,-73.7859600
5766,40.8497058,-73.7873967
5767,40.8554576,-73.7914962
5768,40.8504680,-73.8447580
5769,40.8117350,-73.9281435
5770,40.8028170,-73.9084710
5771,40.8459660,-73.8922370
5772,40.8694140,-73.8426350
5773,40.8449810,-73.8455410
5774,40.8571449,-73.8437978
5775,40.8582900,-73.8432950
5776,40.8635610,-73.8434080
5777,40.8663340,-73.8432360
5778,40.8671170,-73.8429800
5779,40.8860870,-73.8973830
5780,40.8201750,-73.9159020
5781,40.8422670,-73.8847470
5782,40.8291590,-73.8440800
5783,40.8287000,-73.8471776
5784,40.8182290,-73.9167900
5785,40.8195270,-73.9162010
5786,40.8223050,-73.9148430
5787,40.8235780,-73.9141660
5788,40.8426480,-73.8517990
5789,40.8331230,-73.8420400
5790,40.8377100,-73.8411710
5791,40.8412950,-73.8827870
5792,40.8193048,-73.9302218
5793,40.8180130,-73.9251850
5794,40.8399869,-73.8774192
5795,40.8322350,-73.8809920
5796,40.8396082,-73.8696167
5797,40.8125608,-73.9292499
5798,40.8356510,-73.8455920
5799,40.8408780,-73.8393640
5800,40.8462690,-73.8929010
5801,40.8464010,-73.8933740
5802,40.8507663,-73.9122273
5803,40.8513419,-73.9159597
5804,40.8521315,-73.9174174
5805,40.8327540,-73.8449180
5806,40.8226271,-73.8426046
5807,40.8262797,-73.8434272
5808,40.8347570,-73.8299210
5809,40.8403440,-73.8672480
5810,40.8345510,-73.8658610
5811,40.8252846,-73.8865386
5812,40.8425870,-73.8523120
5813,40.8323580,-73.8276760
5814,40.8428520,-73.8499920
5815,40.8442060,-73.9010400
5816,40.8251580,-73.8250090
5817,40.8474380,-73.8996710
5818,40.8472820,-73.8993120
5819,40.8391710,-73.8362830
5820,40.8342520,-73.8290710
5821,40.8438300,-73.8879210
5822,40.8396008,-73.8693202
5823,40.8415505,-73.8617687
5824,40.7284230,-73.7929000
5825,40.7401940,-73.7513900
5826,40.7093821,-73.8441173
5827,40.7240214,-73.8203207
5828,40.7266580,-73.8115160
5829,40.7201370,-73.7488810
5830,40.7245970,-73.7391360
5831,40.7261622,-73.7367833
5832,40.7273570,-73.7314844
5833,40.7228700,-73.7360510
5834,40.7227090,-73.7358290
5835,40.7188894,-73.7343549
5836,40.7002140,-73.7374890
5837,40.6951390,-73.7401360
5838,40.6902492,-73.7428233
5839,40.7491870,-73.7581823
5840,40.6790110,-73.7490476
5841,40.7128261,-73.7340336
5842,40.7349907,-73.7514190
5843,40.7486730,-73.7579430
5844,40.7614512,-73.7620448
5845,40.7129624,-73.7344095
5846,40.7614962,-73.7617736
5847,40.7576400,-73.7397530
5848,40.7388900,-73.8667600
5849,40.7298804,-73.9108884
5850,40.7324967,-73.9255926
5851,40.7322515,-73.9245190
5852,40.7311390,-73.9193340
5853,40.7531670,-73.7601920
5854,40.6149410,-73.8215944
5855,40.7309022,-73.7426062
5856,40.7311346,-73.7428455
5857,40.7426150,-73.8298070
5858,40.7431422,-73.8297283
5859,40.7039470,-73.8183300
5860,40.6825640,-73.8519790
5861,40.6842653,-73.8460336
5862,40.6938934,-73.8121232
5863,40.6940960,-73.8114120
5864,40.6958869,-73.8048517
5865,40.7132940,-73.7296790
5866,40.7142700,-73.7356830
5867,40.6722939,-73.8528517
5868,40.6664084,-73.7553790
5869,40.6663950,-73.7552620
5870,40.6664010,-73.7532710
5871,40.6664020,-73.7507300
5872,40.7596814,-73.8582290
5873,40.7580870,-73.8578588
5874,40.7519651,-73.8545896
5875,40.7006990,-73.8380480
5876,40.6974142,-73.8364063
5877,40.6923310,-73.8338416
5878,40.6773200,-73.8264470
5879,40.6747552,-73.7636644
5880,40.6910020,-73.7976010
5881,40.7033380,-73.7666540
5882,40.7197760,-73.9061390
5883,40.7700486,-73.8348862
5884,40.7704564,-73.8342311
5885,40.7719963,-73.8315048
5886,40.7726580,-73.8304380
5887,40.7716190,-73.8335070
5888,40.7705319,-73.8355037
5889,40.7115634,-73.7294202
5890,40.7256779,-73.8903593
5891,40.7636074,-73.8419757
5892,40.7599728,-73.8478744
5893,40.7599442,-73.8484305
5894,40.7167865,-73.8200925
5895,40.7691752,-73.8373069
5896,40.7693205,-73.8357316
5897,40.7356450,-73.8369730
5898,40.7355653,-73.8378874
5899,40.7254350,-73.8994914
5900,40.7252910,-73.8981870
5901,40.7250990,-73.8960390
5902,40.7249624,-73.8938783
5903,40.7249705,-73.8934867
5904,40.7250518,-73.8924514
5905,40.7252632,-73.8913248
5906,40.7252731,-73.7547592
5907,40.7254372,-73.7710514
5908,40.7797113,-73.8256353
5909,40.6635547,-73.8230579
5910,40.7380092,-73.9036909
5911,40.7688140,-73.8362580
5912,40.7681364,-73.8369445
5913,40.6883550,-73.7269340
5914,40.7611660,-73.8405170
5915,40.7424203,-73.8278059
5916,40.7418545,-73.8262385
5917,40.7359594,-73.8588333
5918,40.7411131,-73.7258701
5919,40.7390308,-73.7254985
5920,40.7391600,-73.9017140
5921,40.7350257,-73.9193659
5922,40.7858943,-73.8033291
5923,40.7365499,-73.8540477
5924,40.6456532,-73.7983827
5925,40.7696173,-73.8368356
5926,40.7375211,-73.8527689
5927,40.7080226,-73.8189984
5928,40.7395078,-73.8998267
5929,40.7388049,-73.8084200
5930,40.7379660,-73.8000270
5931,40.7354197,-73.9175000
5932,40.7593120,-73.7779790
5933,40.6964690,-73.8127659
5934,40.6670405,-73.8132750
5935,40.6671385,-73.8122802
5936,40.6536340,-73.7253740
5937,40.7681152,-73.9038760
5938,40.7399060,-73.7912690
5939,40.7455302,-73.7675903
5940,40.6654801,-73.8185770
5941,40.7334410,-73.8689060
5942,40.7575720,-73.7766770
5943,40.5865892,-73.8208615
5944,40.7392920,-73.8482459
5945,40.6669138,-73.8054595
5946,40.7252402,-73.7665191
5947,40.7299422,-73.7688694
5948,40.7053797,-73.7758052
5949,40.7724690,-73.9195850
5950,40.7391600,-73.7919070
5951,40.7385180,-73.8000000
5952,40.7315049,-73.9192014
5953,40.7255240,-73.8939720
5954,40.7256250,-73.8929260
5955,40.7515845,-73.7457970
5956,40.7517006,-73.7462035
5957,40.7296370,-73.9101670
5958,40.6934492,-73.9000272
5959,40.7597068,-73.8454880
5960,40.7539466,-73.8514223
5961,40.7223233,-73.8365156
5962,40.7666057,-73.8911626
5963,40.6771898,-73.8256496
5964,40.6773360,-73.8254700
5965,40.6771470,-73.8254060
5966,40.7657110,-73.8919110
5967,40.6629901,-73.8047624
5968,40.7341732,-73.8371247
5969,40.7324093,-73.8356731
5970,40.7479020,-73.8329509
5971,40.6670955,-73.8034302
5972,40.6661440,-73.8232490
5973,40.6927249,-73.8106329
5974,40.7525515,-73.7244277
5975,40.6940655,-73.7453274
5976,40.6963640,-73.7445840
5977,40.5931230,-73.7727010
5978,40.5958010,-73.7728270
5979,40.6713303,-73.8006476
5980,40.6698230,-73.7888310
5981,40.6803500,-73.7627646
5982,40.6856942,-73.7502928
5983,40.7339503,-73.7240717
5984,40.7103770,-73.8194330
5985,40.7113316,-73.8187754
5986,40.7534820,-73.7417810
5987,40.7623860,-73.7429300
5988,40.7616910,-73.7428360
5989,40.7612810,-73.7426120
5990,40.7610270,-73.7423420
5991,40.7607170,-73.7419960
5992,40.7603137,-73.7416612
5993,40.7598980,-73.7413420
5994,40.7582840,-73.7401960
5995,40.7579790,-73.7399920
5996,40.7557648,-73.7393885
5997,40.7545986,-73.7412982
5998,40.7527090,-73.7414538
5999,40.7525505,-73.7413733
6000,40.7520070,-73.7408885
6001,40.7512990,-73.7398540
6002,40.7506420,-73.7393450
6003,40.7499130,-73.7388040
6004,40.7492470,-73.7383050
6005,40.7471270,-73.7354170
6006,40.7465610,-73.7351490
6007,40.7689060,-73.7369500
6008,40.7163170,-73.9016320
6009,40.7208220,-73.8922540
6010,40.7161707,-73.9015914
6011,40.7628221,-73.8333019
6012,40.7626704,-73.8332675
6013,40.7589490,-73.8319100
6014,40.7398370,-73.8671470
6015,40.7048140,-73.8802880
6016,40.7026260,-73.8793970
6017,40.7020760,-73.8791670
6018,40.6016331,-73.8201784
6019,40.7350162,-73.9099193
6020,40.7194128,-73.9024796
6021,40.7186790,-73.9022940
6022,40.7179960,-73.9021010
6023,40.7169687,-73.9018162
6024,40.7156460,-73.9014430
6025,40.7154060,-73.9013750
6026,40.7146220,-73.9011580
6027,40.7138410,-73.9009380
6028,40.7131720,-73.9007500
6029,40.7119040,-73.9001850
6030,40.7112650,-73.8998550
6031,40.7109810,-73.8997090
6032,40.7103230,-73.8993560
6033,40.7096810,-73.8989050
6034,40.7090400,-73.8984530
6035,40.7084010,-73.8980030
6036,40.7077590,-73.8975630
6037,40.7070910,-73.8972310
6038,40.7064990,-73.8969400
6039,40.7057660,-73.8965730
6040,40.7052244,-73.8963095
6041,40.7045790,-73.8959930
6042,40.7039600,-73.8956920
6043,40.7032860,-73.8954490
6044,40.7025930,-73.8952020
6045,40.7018970,-73.8949560
6046,40.7008090,-73.8942363
6047,40.5882150,-73.8051440
6048,40.5904813,-73.8053488
6049,40.5905543,-73.8053427
6050,40.5920460,-73.7848960
